playlist_id,name,num_tracks,track_list,artist_list,overall_genre,overall_mood
playlist_3722,Party & Destroy,19,"['2H3wWrnO758y0fPH7Ilerg', '2yNGARwYc253fKGIy0CoyO', '5i2F9XzhI2nFcoxOOENe93', '2ZyJ08S1uEDp1mJo8pcGGB', '7dTd00X8Mc5iErfQQyBA6B', '2MMVhnZEo1ldxODbqqm96K', '12XIO7pvOUcADjoa0p6GL6', '3Dp1Q6pygiVljbx832wT5X', '4HFBNa5MPW7Y9i3XJ2RhCV', '6lPQItGuSC8yAAAwVyFsH4', '6Bloc290MLwdBYu3mukiXw', '37nWU8AjaMIKWP0MKpTfMn', '4puAGmKvFstqr1ZPeXXPHi', '0nVeWWMHo1VHUrOBi7saXD', '1sb1ESPEywqFsEQLDkTDG1', '5YCPqMoXNlPeUJ9fm1dlz3', '3TOsbHtTO9RQjjAjxLJ7rB', '1Jc5rVFIyOy6XO3ATB1Lh9', '2KM8qFw8vlV0m0HFBBoNxm']","['XXXTENTACION', ""The Wailin' Jennys"", 'The Poets Of Rhythm', 'Preben Kristensen', 'The Chainsmokers', 'DA PUMP', 'Argentino Ledesma;Orquesta de Héctor Varela', 'Brennan Heart;Blademasterz;Dailucia', 'The Viper', 'Philip Wesley', 'Party Favor;Rich The Kid;Sean Kingston', 'Jerry Rivera', 'Julie Andrews', 'Hank Williams;Drifting Cowboys', 'Vic Vem', 'The Neighbourhood;Young Saab', 'Akcent;Amira', 'Chuck Berry', 'Steve Miller Band']",singer-songwriter,Happy
playlist_1233,Happy Halloween! (Spooky Favorites for Kids),10,"['3FAclTFfvUuQYnEsptbK8w', '4K4R1TAW4ct3w10EsHWMmA', '3v3oesSBRenN7LWC74sMzu', '40DSOFzJigXSQZkSOM32rs', '1Ef0TmgS1QrVO6tKHrMMmH', '0853SQNjVnNVFa2j68txPo', '5GYX0Od7kcydvmTGiZisNb', '4qnZ5zzTk2fHrH7oVpIsfr', '19aQau4K06guONwJ3vTmEY', '4JVMWiKOrXTMI8DqUPI314']","['Amy Winehouse', 'Steve Martin;Steep Canyon Rangers', 'dreissk', 'Soda Stereo', 'Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar', 'Smitten', 'The Countdown Kids', 'Zayde Wølf', 'Cem Karaca', 'André Leono']",comedy,Mixed
playlist_6276,Love Aaj Kal (Original Motion Picture Soundtrack),15,"['7yF0tjZPXO9x4v0M9U6VQy', '2ZcKYyKjmupN8DesiIMp5w', '1QPj2hLuGuxqU8bHlUoUNS', '4fUborABpdDrQ3YRj1PaT4', '6yJFoEMTl2as86IAVFTqNv', '2iNqdCchlUZEgjJbQyZf8T', '11j7AtNPZNq6BUQhAYrWvC', '01xW1yKvTy9ycpo2qYCzcs', '0A6yvUmWmoAOzHH0o1UdUj', '6dJghOp4L6eGPYeIQlugS6', '5F79ZdjOwGOhUKRHx94sr1', '0l6b6fXyv5BHHoJizlq2De', '12FhQDNxZOBBRXZ4LC5qLZ', '5LI5DHVYrtMKJQaedaUhTS', '6GZgG42XDPw3Wuu3Thu1B4']","['KLOUD', 'Группа ""Загадка""', 'Fernandinho;André Leono;Lito Atalaia', 'Gilberto Gil;Flor Gil', 'Base Alert', 'Kailash Kher;Paresh Kamath;Naresh Kamath', 'Nucleya;Avneet Khurmi', 'The Temptations', 'Portrayal of Guilt', 'Serzo;Firelite', 'Mohit Chauhan', 'Mon Laferte', 'Anabantha', 'Broken Back', 'Hüsker Dü']",happy,Fear
playlist_1246,Queda poco para la PAES,5,"['0Pa0xSCRVO8ZIxs29XgBvv', '6dfAQwO6Pg9o5wrsUwG3Ip', '623TdbJc1yLr8dIepsFV2v', '6UiDiFJUGEDzkGpZBL8IYq', '40P5d3p4icYCiN4SMUOE2E']","['Arijit Anand', 'Mister Rhythm', 'Zedd;Maren Morris;Grey', 'Tritonal;Ross Lynch;R5', 'Bad Omens']",trance,Sad
playlist_4854,"Vintage Café: Lounge and Jazz Blends, Vol. 22",9,"['5MUWqCYoc9Nopge2pUB2Ij', '6sm1OQ89659UUpGctNTXvv', '5ZzjNL4J31lqU853Un7T3f', '5qKDithQXKIv8tGonD5rh1', '6vrGww8fPiozHDppz2MbIi', '4TXtiyC9zYWLTmKIb6c5vg', '0Pie5DFAHHxpkONFUsAI6s', '3eHDwMQYPEziy2DWRBNoLv', '27jMFglAMnOG5rn2NwSt1Z']","['Octave One;Afrika Pratt-Ansa', 'Au5;EMME', 'Excision;ILLENIUM;Shallows', 'Subheim', 'Pushpavanam Kuppusamy;Swarnalatha', 'The Cooltrane Quartet', 'Nirvana', ""Arvind Raj;Sheezay;Music Kitchen;FSPROD Vinu;Stony Psyko;Vajra;Ghana Babu;Asal Kolaar;Dope'eh;Sicarios;GmgLegit;The INC;Mavind Blaze"", 'Ace Ventura;Animato']",trance,Sad
playlist_6647,At My Worst (Nikhita Gandhi Remix),9,"['1WhTTo75YqLegIOyndRQex', '48GxzGIiSJseUS4ofEGG2z', '5zOoKAjf8JZy0fiz15xA5g', '3RxaQR8u2FykPkolQJIxiE', '34vriSr2Ra24TqcWQp17HB', '0CaAQYzg0k2poWXt30rCz0', '5gnuOwxhhGPrQeqs5DBE4n', '5mpUKTdskZea0gStWzeHUZ', '2h9ILYXG8eEJK9caVZYQgA']","['Katsbarnea', 'Mc Lele JP;MC Marks;Dj Betinho;WR OFICIAL', 'Sujatha', 'Pink Sweat$;Nikhita Gandhi', 'Kochetkovv', 'Bersuit Vergarabat', 'Krewella;Riaz Qadri;Ghulam Ali Qadri', 'Slipknot', 'DrefQuila']",chill,Sad
playlist_8324,Clarity,15,"['60wwxj6Dd9NJlirf84wr2c', '0Uftewfc4HjoNG4oPXkubS', '5FdhIyuyIvTvTrWERpE0lF', '5U8xc7Ui7hC3o4X4KdR94V', '2yjsLhI8323uXRgVU6d1j8', '2JhXeYnZ4RFUJowXeuC7g1', '2waJ83UhXRZ77H5Dy6vc8E', '1O6OPFAXdTdjHtT7Z2Hlt8', '2A5Q9jtBDkLa5ZUhkHugQx', '6iTgzWuj97nE1NhyiMlJcF', '18rI489dTiiDiBSWMW0TSu', '6OND53d1ja77nln2Btdnk6', '2152GlCt4IKT444k0GfR1G', '4MMI40mol3S79cEsOKaifK', '4ut5G4rgB1ClpMTMfjoIuy']","['Zedd;Foxes', 'Wolfgang Amadeus Mozart;Danielle Laval', 'When Chai Met Toast', 'Winds of Plague', 'Lola Indigo;Danna Paola;Denise Rosenthal', 'Baciary', 'Mac Lawlor', 'Bethel Music;Jenn Johnson', 'Bade Ghulam Ali Khan;Shreya Ghoshal', 'Leftfield;Skream', 'Eikichi Yazawa', 'Esko Rahkonen', 'Kyary Pamyu Pamyu', 'The Baseballs', 'Martin Garrix;Bonn']",classical,Mixed
playlist_7440,Diversión para los peques,15,"['6fzcTivgSDZqKzkK1CKlKA', '4QpQJsLhE79UeqsHQnX2VT', '536vha5aAUhlb50NGDfzfa', '1ETtf3dqqA58ESTiAIgA2Y', '6qVL3WmCO8ybEJtHZDDMHq', '3CsJeM0tCt1mBXf5I66hsZ', '4FDQiVdgAydMD3r9L96QjM', '38NagHDU0RZ80IbAKzkFHr', '7c92cTydAXc4dmwTsjMkwl', '2qNxisIZNEj1AAMlKpy5T6', '0PyWzcDAflIrRNZrJzmYhE', '1mPNK9DQVA7gJNtJ20PZu3', '2lPuTPwMUBRpNfNrA7sfuT', '5deMG1Ko0ycpPVYPwW0yi8', '5mp7og60TpyNiKi2p9Morw']","['Strange Alias', 'Maria Maksakova', 'flora cash', 'Exaltasamba', ""Rose's Pawn Shop"", ""Sasso;L'Allemand"", 'Cooltime Kids', 'Margareth Menezes;Maestro Tiquinho;Fernando Nunes;Sergio Fouad', 'Enrique Rodríguez;Armando Moreno', 'Matogrosso & Mathias', 'Anuel AA;KAROL G', 'Kishore Kumar;R. D. Burman', '佐々木恵梨', 'ZAQ', 'Yasser Desai;Jyotica Tangri']",pop-film,Mixed
playlist_5211,Luchando por el Metal,15,"['0o0KTHyzXJA5vi3RAGY1eZ', '623TdbJc1yLr8dIepsFV2v', '2o2o8Te356JJtPjeEojLhZ', '53sOR02nAN4tpAzAkL2EnB', '6Vrdtb1PjT6dGpdYXF6Lud', '6RM5WJcShIHsxrja11M1iK', '5vfmOrlgCEioLXdDSN1muC', '5HvOWXV84hNU01ge2EnVhJ', '60mjh18gaMX1yrZPcAjtNB', '33AUzFOiyOtWEr9aNU2d6H', '7l6N2T3KMbBLGCeG0YpooM', '4vYxGh2yEAQeShN4GQH4so', '7CCldPeZu4xzCogGuevo4K', '30QU4RJntz98HlLOlkRgew', '1Og2Qi5XwYdr0YI6rn79Zb']","['Wilmer X', 'Zedd;Maren Morris;Grey', 'Hillsong Worship', 'Sublime', 'Digital Base;Andy Vibes', 'RADWIMPS', 'Legião Urbana', 'V8', 'Tyler Childers', 'Bailey Zimmerman', 'Kailash Kher', 'Natural Vibrations', 'Fiskales Ad-Hok', 'Sarah Beatriz', 'Love']",country,Mixed
playlist_9499,Hindsight,6,"['1L94M3KIu7QluZe63g64rv', '0iiwZzWwyrjhXrYqHPLWPI', '7tJSdgV3d498OYaolKPgOf', '5xvzN9tprEU16VYxgZ9he4', '1VNfpCEQ0PfyfbuE5N8alF', '0hXm9zuFNolVGg6UlhbVrT']","['Pearl Jam', 'Paulinho Da Viola', 'Sujatha', 'Henrique Camacho;Fatality', 'Nina Simone', 'Anathema']",alt-rock,Fear
playlist_1874,Faded Out (feat. Within Temptation),18,"['6j6F1Y7axFvgjuiRsEQCWO', '3PAwXy3RYt2mm7nDg0SVCk', '20A3kygqTufoVmkgL6Xawr', '3F4JxbEkur9ZXAtQ5GFVXB', '0RdcTCLn8hIQvLVaqsZLPg', '0QKKI3pKCkSIJnICOWQMvG', '2O2O3PQSEeIBsIe7F8IH2M', '3FCto7hnn1shUyZL42YgfO', '1IHKDOjTUBnOruB5W0ZbG4', '3fAk3N2rvFZI4QqHbaFJX2', '3LQ0RDsFVMYrUfPYOgncCh', '6Oj89UHfmYp9yR4t0t1q8F', '5l4DU5tgUtLqFSxir6y0dp', '3OEibyyCCt9NMNjVlu1ctf', '7AI9h4MlWyZdXTKVPbdBHd', '7jrWVwZkj9YeyTdeSB34oI', '71A0fSIUozc9NvH3tn3rO6', '1V6d2cnVJXHvIXAEbNa2Hp']","['Swedish House Mafia;The Weeknd', ""Pickin' On Series;Brad Davis;Lou Ann Price"", 'The Knife', 'Pet Shop Boys', 'Meditation Spa;Deep Sleep;White Noise Therapy;Relaxation;Deep Sleep Relaxation;Deep Sleep Meditation', 'Andrew Gold', 'Lefty Frizzell', 'Billy Joel', 'Talstrasse 3-5', 'Gruzja', 'Cheer Chen', 'Jan Blomqvist', 'Asking Alexandria;Within Temptation', 'Barry White', 'Ronald El Killa;Antuan', 'Twinkz', 'Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""', 'Grupo Pagode;Churrasco']",synth-pop,Mixed
playlist_8371,Adventures Beyond The Ultraworld,18,"['01yqm6MIIlCdOXCtrYJpRx', '76xCMHi0NNtZdNNczzMONB', '0G5RmMCg44lYXCCg9EJ7qe', '2uD115uDQ1XkAMmDvzISLT', '6xBgm6uwwoyddUY9GzrQCw', '4ZGVSDqxtVmyIacvdzZX2l', '3T6Gt575CWSaiU4nnRreMJ', '3uMmllZo1AfoEnVT4ENCD3', '4gvPbKEQyTZBoX2k7P1MFZ', '2cwpU080tGpPVhXidtvyg5', '4jchz0e8ppRtrfOzXHG5Vv', '3kiGk9EFMJ8YEfOEQG9J7C', '3PjMtNzwhDHqxoKudm6GvF', '55kDJdv7pymmG4URJlVTYR', '0Sw8OEQUKHKya2521D0L6v', '3urC1qnYPYd6oB1EvKrTTg', '2Xb6wJYGi0QXwURw5WWvI5', '3yBOgD5rhyyQcnjhsk7qme']","['Mila Harper', 'Ernest Tubb', 'DevilDriver', 'Semblant', 'Kathleen Madigan', 'Группа ""Загадка""', 'Veracocha', 'Deep Purple', 'The Orb', 'Kruelty', 'Prabh Deep;Sez on the Beat', 'my little airport', 'The Beatles', 'Oliver Koletzki', 'Randy Crawford', 'Guachupé', 'Gerry Rafferty', 'Lizzo']",trance,Happy
playlist_6142,S/T,17,"['4VFPqkCuTS1tQpbnsSot2q', '0hC6RufXn31sGoUkilDNn4', '6OOKfkImPzQ60wK5ElkAKu', '7BQVhWw9GR1Up3eKQrYFlI', '4TuolvR6umOx58y53a9Vak', '37HI0imp0t6a0MBS00lPkS', '2jZ2MrAk8iNZk1dsI0Vr5z', '0D0ZwI5RWUb9l1GQMmRS5R', '0hCs3bYhNhyVVr4Fy60awO', '25NoxgRO60OnlrtJNm3OZ2', '5ynCNwoLOOHoJU4N40m97V', '6wpa7wxXfnzuzh21DdEGXC', '1gUJXmcIstf3QSbowiWuPK', '4Y7eqYTpV7fQxpYj1isN2F', '1I6q6nwNjNgik1Qe8Oi0Y7', '5ZKG94fnjiuMH5yrC5S9lS', '3hcwsag9pLPp3JUzKeQMk1']","['LOUTA', 'Mushroomhead', 'Tokyo Machine', 'Julian Lage', 'Feine Sahne Fischfilet', 'This Will Destroy You', 'Timaya;BNXN fka Buju', 'Skid Row', 'Burning Spear', 'Chiara Sasso', 'Padra', 'Idina Menzel', 'Sergei Prokofiev;Miriam K. Smith;Sandra Wright Shen', 'We Came As Romans;Caleb Shomo', 'Culture Club', 'Drake;Wizkid;Kyla', 'Gerson Rufino']",ska,Mixed
playlist_2867,Glandes Exitos,18,"['1qnCh4pnEt4Rd6DEePwS08', '38AwV5GNyNgLn11btYOWvb', '7lBFGIrf4ti3eylvgR4s4R', '1Vy9tMEXzXNR6gdtzUPsWh', '0AT08pe7CNV34sDKmTyh5b', '41sYi8WURLTQjNEq3Eq7j5', '6GK7Z0wzM3iLNDuGFM6hhv', '0xScijTbE3iXjNgVOxk5rG', '2rAH5DmorvybHnY6wqFaIA', '4tscsbUMuX7EUZE2m97C6d', '6EHuOufBeL6vk3TvVJB5qo', '5sS5Jqw2h7WFw5yWVk3kPr', '1vO11Md7Y9UaRnLRckZgm9', '0Zh3tKIphLOvQux4dA6PFZ', '7LqQO6uWQHDEue1ejeUVhF', '5gyw4Ii6yveOLPYdH74lxt', '0QQIhT6PtJ5glyn4HKNKQ6', '13hc2Rjeh0cJ8qnIUABazb']","['Four Tops', 'KilSoSouth', 'Jhayco;J Balvin;Bad Bunny', 'Asspera', 'Charly Black;Sean Paul;Greeicy', 'Megaloh;Oga Beats', 'Alberto Vazquez', 'Ochre', 'Virtual Riot', 'Eve', 'The Beatles', ""Jor'dan Armstrong"", 'Ingo ohne Flamingo', 'My Chemical Romance', 'LiSA', 'Henrique & Juliano', 'KALEO', 'Charlie Brown Jr.']",anime,Happy
playlist_3720,Call Me Manana,6,"['0cZPaB4GUe0mfx1KXr6FBR', '7koBwNqGeWdyEA7KvtpQVL', '3iOqivy61CFqjcvAbcAU9u', '64a5XZCVDWwvC7gwPPCsH6', '17LXchns4fdEdkf66S7max', '1FHSae2wuM252M67ehMApX']","['Don Omar', 'Grupo Sensação', 'Andrea Bocelli;Matteo Bocelli', 'Arctic Monkeys', 'arai tasuku', 'Scooter']",happy,Happy
playlist_8465,Given To The Wild,16,"['3KdWHGx14Di5mW6jV8hNC0', '17SYvUpaPG9bzd5r5bWqMi', '3W02UysGQaPosS0RaZ9GvN', '1OldtKIXBu5lzLtW37UkqR', '2UfWdCjM4AdD0tFWvbaQCi', '43YkTTlOD203o9E5ZxhUjF', '3RNotB6g8xTUmkgDs0quXJ', '6mX7ERpt8gb2BjWtqXkz9p', '5ZCtVbx9W9ux0LUUzEt2ha', '7reNqRVI0aEGua98efgJta', '4UH2UeR4NKZ4aG4mJI4WBS', '6FZDfxM3a3UCqtzo5pxSLZ', '6mpF7xC1KXIlsczgPQmN1Z', '5sXTCG1UPYlwEa3KPOg3U3', '0XbFXPpX4bafszOVa7fm9q', '5K0MAKgSzTxGqiKhdwW12j']","['KAROL G', 'Sweet Little Band', 'Evil Activities', 'Omar Mukhtar', 'Simon la Letra', 'Arijit Singh', 'Showtek;Justin Prime;Matthew Koma', 'Os Barões Da Pisadinha', 'Mia Julia;Lorenz Büffel;Malle Anja', 'The Maccabees', 'Celldweller', 'Halsey', 'Pinhani', 'Hank Williams;Drifting Cowboys', 'Jay & The Americans', 'Shiba San;Black V Neck;Nautik']",reggaeton,Happy
playlist_9918,"Full Length Cardio Workout, Vol. 8",8,"['0i1Ufj1rDsH7UaHbBn4kR5', '4tGcPMiuZFsxLRAVy1TMfe', '31l0uEAqkZ8RQGE43l61GT', '7f6DB3KvWZfEcm00Sefn8t', '6GyDY0yE47rfk8pcuKhioh', '5bEJZOd6WCB8ohLyx2wctu', '174aZteQew30wcq8sPzlW6', '29uCqXuWSaOB7G2v1bjFlw']","['Maisie Peters;Matt Maltese', 'George Winston', 'Kemuel;Rebeca Carvalho', 'Josh A', 'Queens of the Stone Age', 'Purples', 'Ikebe Shakedown', 'Klubfiller;Rob Tissera;Steve Hill']",groove,Happy
playlist_7121,Não Acaba Não,7,"['6ccVm2vR5UnPU7J1uhR08r', '41jTngKME76TNpR6WSxAZV', '0EhMQgTXdA6qa4rkXTofHk', '4qjQyKpwS8wFskimnRyDer', '11jMqNuaE2vTsBBjESguoL', '21sk2WQ30sBhli3reYRaJa', '4vTKJdIu4VEMflzkfCxqXJ']","['Manim Vaqueiro', 'Vijay Antony', 'Allame', 'Stevie Wonder', 'Los Enanitos Verdes', 'A.M.C;Turno', 'Marco Carola']",k-pop,Mixed
playlist_9973,Nossa História,6,"['5MnLof1o5Wu4hX5zWgMjZY', '0oJUc62DDCkBeY3QiZjNde', '6BA2JM59JObFjHNvLK2KOg', '3UI9I3e1g1y5T3SMfdgfGO', '0CfthwI2zWPVci5b2ZwA5F', '14uNRVoPC9PS1PsHt6GmWc']","['Tomberlin', 'Roupa Nova', 'Boris Brejcha', 'Carlos Baute;Marta Sánchez', 'Legião Urbana', 'Cri-Cri']",r-n-b,Happy
